,rowID,file_path,pdf_page_number,scraped_table_number,pdf_table_number,genus_name,species_name,seed_type,seed_source,medium,pregermination_treatment_time_minutes,pregermination_treatment_hot_water_soak_C,pretreatment,stratification_temp_C,warm_stratification_days,cold_stratification_days,dailyl_light_hours,day_temp_celsius,night_temp_celsius,dark_range,test_duration_in_days,germination_time_days,total_germination_percent,avg_germination_percent,samples,germination_rate,avg_germinative_energy_percent,germinative_energy_percent,avg_germinative_capacity,germinative_capacity,percent_germination_15degC_incubated,percent_germination_20degC_incubated,genus_ID,pretreatmentFeces,pretreatmentChill,pretreatmentChillDuration,pretreatmentScarifType,pretreatmentScarifTypeGen
144,144,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-41-50\germination_table-5.csv,353,5,4,Ceanothus,sanguineus,#N/A,#N/A,#N/A,-5,100,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,32,#N/A,#N/A,0,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,N,#N/A,#N/A,#N/A
145,145,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-41-50\germination_table-5.csv,353,5,4,Ceanothus,sorediatus,#N/A,#N/A,#N/A,5,100,#N/A,#N/A,#N/A,90,#N/A,#N/A,#N/A,#N/A,30,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,N,#N/A,#N/A,#N/A
146,146,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-41-50\germination_table-5.csv,353,5,4,Ceanothus,sorediatus,#N/A,#N/A,#N/A,5,100,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,30,#N/A,#N/A,38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,N,#N/A,#N/A,#N/A
147,147,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-41-50\germination_table-5.csv,353,5,4,Ceanothus,thyrsiflorus,#N/A,#N/A,#N/A,ttc,71,#N/A,#N/A,#N/A,90,#N/A,#N/A,#N/A,#N/A,60,#N/A,#N/A,83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,N,#N/A,#N/A,#N/A
148,148,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-41-50\germination_table-5.csv,353,5,4,Ceanothus,thyrsiflorus,#N/A,#N/A,#N/A,ttc,71,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,60,#N/A,#N/A,73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,N,#N/A,#N/A,#N/A
149,149,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-41-50\germination_table-5.csv,353,5,4,Ceanothus,velutinus,#N/A,#N/A,#N/A,ttc,90,#N/A,#N/A,#N/A,63-84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,N,#N/A,#N/A,#N/A
150,150,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-41-50\germination_table-5.csv,353,5,4,Ceanothus,velutinus,#N/A,#N/A,#N/A,ttc,71,#N/A,#N/A,#N/A,90,#N/A,#N/A,#N/A,#N/A,30,#N/A,#N/A,70,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,N,#N/A,#N/A,#N/A
151,151,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,alba,#N/A,#N/A,"Sand, peat, soil",#N/A,#N/A,#N/A,#N/A,#N/A,90-150,#N/A,30,20,#N/A,93,64,#N/A,66,4,54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
152,152,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,aquatica,#N/A,#N/A,Soil,#N/A,#N/A,#N/A,#N/A,#N/A,30-90,#N/A,27 to 32,21,#N/A,63,28,#N/A,92,#N/A,76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
153,153,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,cordiformis,#N/A,#N/A,"Sand, peat, soil",#N/A,#N/A,#N/A,#N/A,#N/A,90,#N/A,30,20,#N/A,250,30,#N/A,55,3,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
154,154,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,cordiformis,#N/A,#N/A,Soil,#N/A,#N/A,#N/A,#N/A,#N/A,90,#N/A,27,21,#N/A,50,50,#N/A,60,#N/A,60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
155,155,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,glabra,#N/A,#N/A,"Sand, peat, soil",#N/A,#N/A,#N/A,#N/A,#N/A,90-120,#N/A,30,20,#N/A,30 to 45,#N/A,#N/A,85,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
156,156,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,illinoensis,#N/A,#N/A,"Sand, peat",#N/A,#N/A,#N/A,#N/A,#N/A,30-90,#N/A,30,20,#N/A,45 to 60,#N/A,#N/A,50,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
157,157,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,illinoensis,#N/A,#N/A,Kimpak,#N/A,#N/A,#N/A,#N/A,#N/A,30-90,#N/A,30,20,#N/A,60,33,#N/A,91,6,80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
158,158,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,illinoensis,#N/A,#N/A,Soil,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,32,21,#N/A,35 to 97,#N/A,#N/A,75,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
159,159,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,laciniosa,#N/A,#N/A,"Sand, peat, soil",#N/A,#N/A,#N/A,#N/A,#N/A,90-120,#N/A,30,20,#N/A,45 to 60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
160,160,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,myristiciformis,#N/A,#N/A,Kimpak,#N/A,#N/A,#N/A,#N/A,#N/A,60-120,#N/A,30,20,#N/A,60,50,#N/A,60,2,53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
161,161,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,ovata,#N/A,#N/A,"Sand, peat",#N/A,#N/A,#N/A,#N/A,#N/A,90-150,#N/A,30,20,#N/A,45 to 60,40,#N/A,80,6,75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
162,162,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-31-40\germination_table-1.csv,336,1,5,Carya,ovata,#N/A,#N/A,Kimpak,#N/A,#N/A,#N/A,#N/A,#N/A,60-120,#N/A,30,20,#N/A,60,35,#N/A,73,2,65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,#N/A,N,#N/A,#N/A,#N/A
163,163,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Peat,45,#N/A,H2SO4,5,#N/A,Var.,#N/A,#N/A,#N/A,#N/A,48,#N/A,77,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
164,164,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Peat,45,#N/A,H2SO4,5,#N/A,Var.,#N/A,#N/A,#N/A,#N/A,107,#N/A,78,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
165,165,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Cotton,30,#N/A,H2SO4,5,#N/A,42,#N/A,#N/A,#N/A,#N/A,8,#N/A,97,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
166,166,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Cotton,25 to 30,#N/A,H2SO4,3-7,#N/A,35-91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88 to 100,#N/A,7t,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
167,167,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Sand,30,#N/A,H2SO4,5,#N/A,60,#N/A,#N/A,#N/A,#N/A,30,#N/A,80,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
168,168,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Peat-perlite,#N/A,#N/A,Mech.,5,#N/A,60,#N/A,#N/A,#N/A,#N/A,24,#N/A,90,#N/A,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,Mechanical,Mechanical
169,169,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Peat-perlite,30,#N/A,H2SO4,5,#N/A,60,#N/A,#N/A,#N/A,#N/A,24,#N/A,88,#N/A,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
170,170,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Peat-perlite,#N/A,#N/A,Mech,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24,#N/A,82,#N/A,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,Mechanical,Mechanical
171,171,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Peat-perlite,30,#N/A,H2SO4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24,#N/A,91,#N/A,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
172,172,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Vermiculite,15 to 60,#N/A,H2SO4,5,#N/A,60,#N/A,#N/A,#N/A,#N/A,42,#N/A,87,#N/A,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
173,173,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Soil,30 to 90,#N/A,H2SO4,5,#N/A,60,#N/A,#N/A,#N/A,#N/A,14,#N/A,67 to 72,#N/A,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
174,174,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Paper,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,28,#N/A,43,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,#N/A,#N/A
175,175,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Paper,#N/A,#N/A,#N/A,#N/A,#N/A,28,#N/A,#N/A,#N/A,#N/A,28,#N/A,83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,#N/A,#N/A
176,176,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis,#N/A,#N/A,Paper,62,#N/A,H2SO4,5,#N/A,35,#N/A,#N/A,#N/A,#N/A,14,#N/A,95,#N/A,25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
177,177,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,canadensis var. texensis,#N/A,#N/A,Paper,62,#N/A,H2SO4,5,#N/A,35,#N/A,#N/A,#N/A,#N/A,14,#N/A,100,#N/A,81 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
178,178,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,orbiculata,#N/A,#N/A,Vermiculite,Overnight,#N/A,Heat,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,118,#N/A,38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,Heat,Thermal
179,179,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,orbiculata,#N/A,#N/A,Vermiculite,9,#N/A,Heat,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,118,#N/A,52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,Heat,Thermal
180,180,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-71-80\germination_table-2.csv,377,2,5,Cercis,orbiculata,#N/A,#N/A,Cotton,60,#N/A,H2SO4,2-4,#N/A,90,#N/A,#N/A,#N/A,#N/A,10,#N/A,84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,N,#N/A,H2SO4,Chemical
181,181,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-61-70\germination_table-5.csv,368,5,5,Celtis,laevigata,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,20,#N/A,60,25 to 30,#N/A,55,6,30 to 50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,#N/A,N,#N/A,#N/A,#N/A
182,182,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-61-70\germination_table-5.csv,368,5,5,Celtis,laevigata var. reticulata,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,20,#N/A,60,#N/A,#N/A,37,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,#N/A,N,#N/A,#N/A,#N/A
183,183,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\300-400\wo_ah727-19-1203-301-400-61-70\germination_table-5.csv,368,5,5,Celtis,occidentalis,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,20,#N/A,60,37,#N/A,47,7,39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,#N/A,N,#N/A,#N/A,#N/A
184,184,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-11-20\germination_table-4.csv,518,4,8,Euonymus,americana,#N/A,#N/A,Filter paper,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.1,21.1,#N/A,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,#N/A,#N/A,17,#N/A,N,#N/A,#N/A,#N/A
185,185,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-11-20\germination_table-4.csv,518,4,8,Euonymus,atropurpurea,#N/A,#N/A,Sand flats,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,20,#N/A,61,#N/A,#N/A,#N/A,2,#N/A,#N/A,#N/A,40,#N/A,#N/A,#N/A,17,#N/A,N,#N/A,#N/A,#N/A
186,186,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-11-20\germination_table-4.csv,518,4,8,Euonymus,bungeana,#N/A,#N/A,Germinator,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,0,#N/A,60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20,#N/A,#N/A,#N/A,17,#N/A,N,#N/A,#N/A,#N/A
187,187,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-11-20\germination_table-4.csv,518,4,8,Euonymus,europaea,#N/A,#N/A,"Sand flats, germinators",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25,20,#N/A,60,#N/A,#N/A,#N/A,22,#N/A,#N/A,#N/A,71,#N/A,#N/A,#N/A,17,#N/A,N,#N/A,#N/A,#N/A
188,188,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-11-20\germination_table-4.csv,518,4,8,Euonymus,hamiltoniana ssp. maackii,#N/A,#N/A,Germinators,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20,15,#N/A,60,#N/A,#N/A,#N/A,3,#N/A,#N/A,#N/A,75,#N/A,#N/A,#N/A,17,#N/A,N,#N/A,#N/A,#N/A
189,189,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-11-20\germination_table-4.csv,518,4,8,Euonymus,verrucosa,#N/A,#N/A,"Sand flats, filter paper",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20,12,#N/A,60,#N/A,#N/A,#N/A,7,#N/A,#N/A,#N/A,70,#N/A,#N/A,#N/A,17,#N/A,N,#N/A,#N/A,#N/A
190,190,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,americana,#N/A,#N/A,Sand,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,20,#N/A,24 to 40,24,#N/A,54,3,49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
191,191,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,americana,#N/A,#N/A,Paper,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,25,15,#N/A,56,#N/A,#N/A,68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
192,192,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,caroliniana,#N/A,#N/A,Kimpak,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,60,14,#N/A,61,3,54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
193,193,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,dipetala,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
194,194,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,excelsior,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
195,195,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,nigra,#N/A,#N/A,Sand,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,20,#N/A,40,18,#N/A,20,6,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
196,196,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,ornus,#N/A,#N/A,Soil,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
197,197,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,pennsylvanica,#N/A,#N/A,Paper,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,30,20,#N/A,30 to 34,20,#N/A,76,6,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
198,198,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,pennsylvanica,#N/A,#N/A,Paper,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,30,20,#N/A,42,21,#N/A,80,3,71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
199,199,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,pennsylvanica,#N/A,#N/A,Sand,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NDL,#N/A,#N/A,#N/A,30,#N/A,#N/A,89,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
200,200,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,profunda,#N/A,#N/A,Soil,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NDL,30,16,#N/A,45,20,#N/A,48,#N/A,32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
201,201,C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\500-600\wo_ah727-19-1203-501-600-31-40\germination_table-5.csv,542,5,6,Fraxinus,quadrangulata,#N/A,#N/A,Sand,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,20,#N/A,56,40,#N/A,44,#N/A,43,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,#N/A,N,#N/A,#N/A,#N/A
