datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemical.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.0days,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,33.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,0,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,34.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,1,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,42.5,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,3,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,66.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,5,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,54.5,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,30.2,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,0,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,36,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,1,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,38.5,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,3,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,44,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,5,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,49,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,28.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,0,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,33.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,1,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,33.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,3,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,36.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,5,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,39.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,48.2,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,0,NA,22,lowtemp.storage,5,0,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,38.4,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,0,NA,22,lowtemp.storage,5,1,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,39.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,0,NA,22,lowtemp.storage,5,3,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,50.5,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,0,NA,22,lowtemp.storage,5,5,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,47.6,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,0,NA,22,lowtemp.storage,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,36.2,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,61,NA,22,lowtemp.storage,5,0,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,30.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,61,NA,22,lowtemp.storage,5,1,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,34.9,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,61,NA,22,lowtemp.storage,5,3,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,39.6,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,61,NA,22,lowtemp.storage,5,5,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,41,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,61,NA,22,lowtemp.storage,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,30.8,NA,NA,1,100,NA,end of treatment,table12,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.0days,5,0,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,27.46,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.0days,5,1,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,24.24,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.0days,5,3,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,24.36,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.0days,5,5,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,25.64,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.0days,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,25.1,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,0,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,27.51,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,1,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,24.6,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,3,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,22.06,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,5,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,25.65,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.10days,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,27.64,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,0,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,27.57,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,1,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,26.83,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,3,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,26.66,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,5,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,29.33,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.20days,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,25.58,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,0,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,27.58,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,1,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,24.39,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,3,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,29.38,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,5,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,29.68,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp2,JN,Bupleurum,falcatum,NA,N,N,"National Institute of Hygienic Science, Kasukabe City, Saitama Prefecture, Japan",NA,NA,NA,Asia,NA,1971,NA,dry,NA,NA,22,lowtemp.aftersow.30days,5,7,20,NA,NA,NA,NA,NA,N,NA,N,NA,NA,Y,germ.days,32.46,NA,NA,1,100,NA,end of treatment,table13,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,0,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.unit.activity,70.3,NA,1.35,1,100,14,end of treatment,table14,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,152.5,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.unit.activity,243.2,NA,1.53,1,100,14,end of treatment,table14,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,183,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.unit.activity,176.3,NA,1.54,1,100,14,end of treatment,table14,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,0,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.specific.activity,61.1,NA,1.19,1,100,14,end of treatment,table14,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,152.5,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.specific.activity,97.7,NA,0.09,1,100,14,end of treatment,table14,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,183,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.specific.activity,88.1,NA,1.55,1,100,14,end of treatment,table14,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,61,NA,22,control,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,RNA.content,0.437,NA,NA,1,100,10,end of treatment,table15,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,61,NA,22,lowtemp,5,3,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,RNA.content,0.361,NA,NA,1,100,10,end of treatment,table15,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,61,NA,22,control,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.unit.activity,204.8,NA,6.02,1,100,10,end of treatment,table15,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,61,NA,22,lowtemp,5,3,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.unit.activity,275.9,NA,5.94,1,100,10,end of treatment,table15,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,61,NA,22,control,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.specific.activity,103.9,NA,3.05,1,100,10,end of treatment,table16,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,61,NA,22,lowtemp,5,3,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,amylase.specific.activity,147.5,NA,3.17,1,100,10,end of treatment,table16,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,0,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,RNA.content,0.239,NA,NA,1,100,10,end of treatment,8,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,91.5,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,RNA.content,0.359,NA,NA,1,100,10,end of treatment,8,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,152.5,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,RNA.content,0.435,NA,NA,1,100,10,end of treatment,8,
momonoki79,exp3,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1976,NA,dry,183,NA,22,storage time,NA,NA,20,NA,0,NA,NA,NA,N,NA,N,NA,NA,Y,RNA.content,0.422,NA,NA,1,100,10,end of treatment,8,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,dry,152.5,NA,5,dormancy,NA,NA,15,NA,NA,NA,NA,NA,N,NA,Y,water,240,Y,water.absorption,60.833,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,freeze/dry,NA,NA,-23,dormancy,NA,NA,15,NA,NA,NA,NA,NA,N,NA,Y,water,240,Y,water.absorption,85.972,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,dry,152.5,NA,5,dormancy,NA,NA,30,NA,NA,NA,NA,NA,N,NA,Y,water,240,Y,water.absorption,88.194,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,freeze/dry,NA,NA,-23,dormancy,NA,NA,30,NA,NA,NA,NA,NA,N,NA,Y,water,240,Y,water.absorption,91.806,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,dry,152.5,NA,5,dormancy,NA,NA,15,NA,NA,NA,NA,NA,N,NA,Y,water,480,Y,water.absorption,77.083,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,freeze/dry,NA,NA,-23,dormancy,NA,NA,15,NA,NA,NA,NA,NA,N,NA,Y,water,480,Y,water.absorption,97.361,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,dry,152.5,NA,5,dormancy,NA,NA,30,NA,NA,NA,NA,NA,N,NA,Y,water,480,Y,water.absorption,105.972,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,freeze/dry,NA,NA,-23,dormancy,NA,NA,30,NA,NA,NA,NA,NA,N,NA,Y,water,480,Y,water.absorption,110.417,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,dry,152.5,NA,5,dormancy,NA,NA,15,NA,NA,NA,NA,NA,N,NA,Y,water,720,Y,water.absorption,86.806,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,freeze/dry,NA,NA,-23,dormancy,NA,NA,15,NA,NA,NA,NA,NA,N,NA,Y,water,720,Y,water.absorption,107.917,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,dry,152.5,NA,5,dormancy,NA,NA,30,NA,NA,NA,NA,NA,N,NA,Y,water,720,Y,water.absorption,111.25,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,freeze/dry,NA,NA,-23,dormancy,NA,NA,30,NA,NA,NA,NA,NA,N,NA,Y,water,720,Y,water.absorption,114.028,NA,NA,1,598,NA,NA,10,
momonoki79,exp4,JN,Bupleurum,falcatum,NA,N,N,"Laboratory of Crop Science, Tokyo University of Agriculture, Tokyo, Japan",35.64712604,139.6336852,NA,Asia,NA,1975,NA,dry,152.5,NA,5,dormancy,NA,NA,15,NA,NA,NA,NA,NA,N,NA,Y,water,960,Y,water.absorption,97.083,NA,NA,1,598,NA,NA,10,
