"","X","rowID","filePath","pdfPageNumber","scrapedTableNumber","pdfTableNumber","genus","species","seedType","seedSource","medium","pregermTreatment","pregermTreatmentHotWater","pretreatment","stratification","warmStratificationDuration","coldStratificationDuration","photoperiod","tempDay","tempNight","darkRange","testDuration","samples","genusID","pretreatmentFeces","pretreatmentChill","pretreatmentChillDuration","pretreatmentScarifType","pretreatmentScarifTypeGen","responseType","responseValue"
"822",83,83,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","commutata",NA,NA,"Sand",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"50",NA,10,NA,"N",NA,NA,NA,"germPercentTotal",NA
"823",83,83,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","commutata",NA,NA,"Sand",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"50",NA,10,NA,"N",NA,NA,NA,"germPercentAvg",NA
"824",83,83,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","commutata",NA,NA,"Sand",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"50",NA,10,NA,"N",NA,NA,NA,"germRate",NA
"825",83,83,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","commutata",NA,NA,"Sand",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"50",NA,10,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"826",83,83,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","commutata",NA,NA,"Sand",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"50",NA,10,NA,"N",NA,NA,NA,"germEnergyPercent","52"
"827",83,83,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","commutata",NA,NA,"Sand",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"50",NA,10,NA,"N",NA,NA,NA,"germCapacityAvg","60"
"828",83,83,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","commutata",NA,NA,"Sand",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"50",NA,10,NA,"N",NA,NA,NA,"germCapacity",NA
"829",83,83,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","commutata",NA,NA,"Sand",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"50",NA,10,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"830",83,83,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","commutata",NA,NA,"Sand",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"50",NA,10,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"831",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germTime",NA
"832",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germPercentTotal",NA
"833",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germPercentAvg",NA
"834",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germRate",NA
"835",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"836",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"837",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germCapacityAvg","41"
"838",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germCapacity",NA
"839",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"840",84,84,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,"Kimpak",NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"28","57",10,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"841",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germTime",NA
"842",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germPercentTotal",NA
"843",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germPercentAvg",NA
"844",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germRate",NA
"845",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"846",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"847",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germCapacityAvg","93"
"848",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germCapacity",NA
"849",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"850",85,85,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-81-90\germination_table-3.csv",487,3,5,"Elaeagnus","umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","10",NA,NA,NA,10,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"851",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germTime",NA
"852",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germPercentTotal",NA
"853",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germPercentAvg",NA
"854",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germRate",NA
"855",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"856",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"857",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"858",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germCapacity",NA
"859",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"860",86,86,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"861",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germTime","50"
"862",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germPercentTotal",NA
"863",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germPercentAvg","10"
"864",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germRate","8"
"865",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"866",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"867",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"868",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germCapacity",NA
"869",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"870",87,87,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","alternifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"60","2",11,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"871",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germTime",NA
"872",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germPercentTotal",NA
"873",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germPercentAvg","70"
"874",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germRate","86"
"875",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"876",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"877",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"878",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germCapacity",NA
"879",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"880",88,88,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 to 24",NA,NA,NA,"14 to 28","6",11,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"881",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germTime","26"
"882",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germPercentTotal",NA
"883",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germPercentAvg","16"
"884",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germRate","6"
"885",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"886",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"887",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"888",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germCapacity",NA
"889",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"890",89,89,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60 to 90","5",11,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"891",90,90,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"50","3",11,NA,"N",NA,NA,NA,"germTime","34"
"892",90,90,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"50","3",11,NA,"N",NA,NA,NA,"germPercentTotal",NA
"893",90,90,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"50","3",11,NA,"N",NA,NA,NA,"germPercentAvg","25"
"894",90,90,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"50","3",11,NA,"N",NA,NA,NA,"germRate","14"
"895",90,90,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"50","3",11,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"896",90,90,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"50","3",11,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"897",90,90,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"50","3",11,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"898",90,90,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\400-500\wo_ah727-19-1203-401-500-21-30\germination_table-7.csv",432,7,6,"Cornus","drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,"50","3",11,NA,"N",NA,NA,NA,"germCapacity",NA
